Month,Alabama_Cumulative,Alaska_Cumulative,Arizona_Cumulative,Arkansas_Cumulative,California_Cumulative,Colorado_Cumulative,Connecticut_Cumulative,District of Columbia_Cumulative,Delaware_Cumulative,Florida_Cumulative,Georgia_Cumulative,Hawaii_Cumulative,Idaho_Cumulative,Illinois_Cumulative,Indiana_Cumulative,Iowa_Cumulative,Kansas_Cumulative,Kentucky_Cumulative,Louisiana_Cumulative,Maine_Cumulative,Maryland_Cumulative,Massachusetts_Cumulative,Michigan_Cumulative,Minnesota_Cumulative,Mississippi_Cumulative,Missouri_Cumulative,Montana_Cumulative,Nebraska_Cumulative,Nevada_Cumulative,New Hampshire_Cumulative,New Jersey_Cumulative,New Mexico_Cumulative,New York_Cumulative,North Carolina_Cumulative,North Dakota_Cumulative,Ohio_Cumulative,Oklahoma_Cumulative,Oregon_Cumulative,Pennsylvania_Cumulative,Rhode Island_Cumulative,South Carolina_Cumulative,South Dakota_Cumulative,Tennessee_Cumulative,Texas_Cumulative,Utah_Cumulative,Vermont_Cumulative,Virginia_Cumulative,Washington_Cumulative,West Virginia_Cumulative,Wisconsin_Cumulative,Wyoming_Cumulative
2021-11,21.53190809190809,0,8.55321019652982,6.451612903225806,109.72104077152986,16.937951400353054,3.808768768768769,2.237762237762238,0,39.907028593094985,12.967332086945772,21.05263157894737,0,43.55485540410491,26.101452161955017,0.0,7.076923076923077,1.165165165165165,9.8,33.92941176470588,16.113564360141538,23.57289381737093,35.64444154441387,8.663882679019897,0,21.509120520016314,16.666666666666668,33.86486486486486,11.379884882034283,0.0,39.37094813950628,0,76.16562020228177,35.129370043693775,0,56.420738612367785,4.4727084995541375,16.907729900738012,37.327955439256364,0,0.9009009009009008,0,16.136878850411858,50.55848362319892,6.987294987294987,0,32.645906500747586,20.84950241149845,0,35.097126977723995,0.0
2021-12,21.53190809190809,0,8.55321019652982,6.451612903225806,110.77764454511477,16.937951400353054,3.808768768768769,2.237762237762238,0,40.73721727234027,12.967332086945772,21.05263157894737,0,44.91334597014265,30.025980463841808,0.0,7.076923076923077,1.165165165165165,9.8,33.92941176470588,16.113564360141538,23.57289381737093,35.64444154441387,8.663882679019897,0,21.509120520016314,16.666666666666668,33.86486486486486,11.379884882034283,0.0,39.37094813950628,0,77.07128057964026,35.129370043693775,0,56.420738612367785,4.4727084995541375,16.907729900738012,37.327955439256364,0,0.9009009009009008,0,16.136878850411858,51.23772890621778,6.987294987294987,0,32.645906500747586,23.3400684492343,0,35.097126977723995,0.0
2022-01,21.53190809190809,0,8.55321019652982,6.451612903225806,114.77764454511477,16.937951400353054,3.808768768768769,2.237762237762238,0,43.73721727234027,12.967332086945772,21.05263157894737,0,44.91334597014265,30.025980463841808,0.0,7.076923076923077,1.165165165165165,9.8,33.92941176470588,16.113564360141538,23.57289381737093,35.64444154441387,8.663882679019897,0,21.509120520016314,16.666666666666668,33.86486486486486,11.379884882034283,0.0,39.37094813950628,0,77.07128057964026,35.129370043693775,0,56.420738612367785,4.4727084995541375,16.907729900738012,37.327955439256364,0,0.9009009009009008,0,16.136878850411858,51.23772890621778,6.987294987294987,0,32.645906500747586,23.3400684492343,0,35.097126977723995,0.0
2022-02,21.53190809190809,0,8.55321019652982,6.451612903225806,116.37764454511476,16.937951400353054,3.808768768768769,2.237762237762238,0,44.61721727234027,12.967332086945772,21.05263157894737,0,44.91334597014265,30.025980463841808,0.0,7.076923076923077,1.165165165165165,9.8,33.92941176470588,16.113564360141538,23.57289381737093,38.12444154441387,8.663882679019897,0,21.509120520016314,16.666666666666668,33.86486486486486,11.379884882034283,0.0,39.37094813950628,0,77.95128057964025,35.129370043693775,0,58.820738612367784,4.4727084995541375,16.907729900738012,37.327955439256364,0,0.9009009009009008,0,16.136878850411858,52.757728906217785,6.987294987294987,0,32.645906500747586,23.3400684492343,0,35.097126977723995,0.0
2022-03,21.53190809190809,0,8.55321019652982,6.451612903225806,117.45081527682208,16.937951400353054,6.78437852486633,2.237762237762238,0,45.20258312599881,12.967332086945772,21.05263157894737,0,45.84017523814265,30.025980463841808,0.0,7.076923076923077,1.165165165165165,9.8,33.92941176470588,17.918442408922026,24.743625524688003,38.12444154441387,8.663882679019897,0,21.509120520016314,16.666666666666668,33.86486486486486,11.379884882034283,6.451612903225806,40.883143261457505,0,79.1707927747622,36.052446966770695,0,59.74756788036778,4.4727084995541375,16.907729900738012,39.12795543925636,0,0.9009009009009008,0,16.136878850411858,53.538216711095835,6.987294987294987,0,33.962979671479296,24.705922107770885,0,35.097126977723995,0.0
2022-04,21.53190809190809,0,8.55321019652982,6.451612903225806,118.58125005943079,18.297951400353053,6.78437852486633,2.237762237762238,0,45.76780051730316,12.967332086945772,21.05263157894737,0,47.10104480336004,31.330328289928765,0.0,7.076923076923077,1.165165165165165,9.8,33.92941176470588,19.135833713269854,26.091451611644523,39.211398066153,8.663882679019897,0,21.509120520016314,16.666666666666668,33.86486486486486,11.379884882034283,6.451612903225806,42.0135780440662,0,79.77948842693611,36.77466918899292,0,60.92148092384604,4.4727084995541375,16.907729900738012,40.14836360252167,0,0.9009009009009008,0,16.136878850411858,54.538216711095835,9.68294716120803,0,34.78906662800104,24.705922107770885,0,35.097126977723995,0.0
2022-05,21.53190809190809,0,8.55321019652982,6.451612903225806,119.55094702912776,18.297951400353053,6.78437852486633,2.237762237762238,0,45.76780051730316,12.967332086945772,21.05263157894737,0,48.47478217709741,31.330328289928765,0.0,7.076923076923077,1.165165165165165,9.8,33.92941176470588,19.135833713269854,28.030845551038464,39.211398066153,8.663882679019897,0,21.509120520016314,16.666666666666668,33.86486486486486,11.379884882034283,6.451612903225806,42.0135780440662,0,80.54716519461287,37.90287431719805,0,62.09319809556321,4.4727084995541375,16.907729900738012,41.00273253456051,0,0.9009009009009008,0,16.136878850411858,55.42710559998472,9.68294716120803,0,35.677955516889924,25.796831198679975,0,36.67288455348157,0.0
2022-06,21.53190809190809,0,8.55321019652982,6.451612903225806,121.77316925134998,18.297951400353053,6.78437852486633,2.237762237762238,0,45.76780051730316,12.967332086945772,21.05263157894737,0,48.47478217709741,31.330328289928765,0.0,7.076923076923077,1.165165165165165,9.8,33.92941176470588,19.135833713269854,35.141956662149575,39.211398066153,8.663882679019897,0,21.509120520016314,16.666666666666668,33.86486486486486,11.379884882034283,6.451612903225806,42.0135780440662,0,80.54716519461287,37.90287431719805,0,62.09319809556321,4.4727084995541375,16.907729900738012,41.00273253456051,0,0.9009009009009008,0,16.136878850411858,57.2048833777625,9.68294716120803,0,35.677955516889924,25.796831198679975,0,36.67288455348157,0.0
2022-07,21.53190809190809,0,8.55321019652982,6.451612903225806,122.70174067992141,18.297951400353053,6.78437852486633,2.237762237762238,0,46.62494337444601,12.967332086945772,21.05263157894737,0,49.831925034240264,31.330328289928765,0.0,7.076923076923077,1.165165165165165,22.3,33.92941176470588,19.135833713269854,35.141956662149575,39.211398066153,8.663882679019897,0,21.509120520016314,16.666666666666668,33.86486486486486,11.379884882034283,6.451612903225806,42.0135780440662,0,81.19002233747001,37.90287431719805,0,62.09319809556321,4.4727084995541375,16.907729900738012,41.00273253456051,0,0.9009009009009008,0,16.136878850411858,58.27631194919107,9.68294716120803,0,35.677955516889924,25.796831198679975,0,36.67288455348157,0.0
2022-08,21.53190809190809,0,8.55321019652982,6.451612903225806,124.78174067992141,18.297951400353053,6.78437852486633,2.237762237762238,0,48.70494337444601,12.967332086945772,21.05263157894737,0,49.831925034240264,31.330328289928765,0.0,7.076923076923077,1.165165165165165,22.3,33.92941176470588,19.135833713269854,39.461956662149575,39.211398066153,8.663882679019897,0,21.509120520016314,16.666666666666668,33.86486486486486,11.379884882034283,6.451612903225806,42.0135780440662,0,81.19002233747001,37.90287431719805,0,62.09319809556321,4.4727084995541375,26.34772990073801,41.00273253456051,0,0.9009009009009008,0,21.89687885041186,60.19631194919107,9.68294716120803,0,35.677955516889924,25.796831198679975,0,36.67288455348157,0.0
2022-09,21.53190809190809,0,8.55321019652982,6.451612903225806,127.15016173255299,18.297951400353053,6.78437852486633,2.237762237762238,0,49.178627584972325,14.017332086945773,21.05263157894737,0,49.831925034240264,31.330328289928765,0.0,7.076923076923077,1.165165165165165,22.3,33.92941176470588,19.135833713269854,39.461956662149575,39.211398066153,8.663882679019897,0,21.509120520016314,16.666666666666668,33.86486486486486,11.379884882034283,6.451612903225806,42.0135780440662,0,81.8742328637858,37.90287431719805,0,62.09319809556321,4.4727084995541375,26.34772990073801,42.229399201227174,0,0.9009009009009008,0,21.89687885041186,61.1436803702437,9.68294716120803,0,35.677955516889924,25.796831198679975,0,36.67288455348157,23.529411764705884
2022-10,21.53190809190809,0,9.898342939892652,6.451612903225806,128.60752607363827,18.297951400353053,6.78437852486633,2.237762237762238,0,49.55072060822814,14.769009939294767,21.05263157894737,0,50.94820410400771,31.330328289928765,0.0,7.076923076923077,1.165165165165165,22.3,33.92941176470588,19.135833713269854,40.73327449160694,39.211398066153,9.966208260415247,0,21.509120520016314,16.666666666666668,33.86486486486486,11.379884882034283,6.451612903225806,42.75776409057783,0,82.55640340642147,38.93257728749508,0,62.83738414207484,4.4727084995541375,26.34772990073801,42.74738481273796,0,0.9009009009009008,0,23.137188927931238,61.88786641675533,9.68294716120803,0,36.51516481921551,25.796831198679975,0,36.67288455348157,23.529411764705884
2022-11,21.53190809190809,0,9.898342939892652,6.451612903225806,130.02524759262562,18.297951400353053,6.78437852486633,2.237762237762238,0,50.41148010189902,15.648130818415646,21.05263157894737,0,51.9102294204634,33.15311310005535,0.0,7.076923076923077,4.0006082031398496,22.3,33.92941176470588,19.135833713269854,40.73327449160694,40.37595502817832,9.966208260415247,0,21.509120520016314,16.666666666666668,33.86486486486486,11.379884882034283,6.451612903225806,42.75776409057783,0,83.31589707742147,39.96483535201121,0,64.60953604080902,4.4727084995541375,26.34772990073801,43.86933603225016,0,0.9009009009009008,0,23.137188927931238,62.74862591042621,9.68294716120803,0,37.88225342681044,25.796831198679975,0,39.001998477532204,23.529411764705884
2022-12,22.516523476523474,0,10.968110381753117,6.451612903225806,131.44063220801024,19.14217250588069,6.78437852486633,2.237762237762238,0,50.924300614719535,16.619004604415647,21.05263157894737,0,52.99740890764289,34.03516438205535,1.558974358974359,7.076923076923077,5.149326151857798,22.3,33.92941176470588,19.874295251731393,41.55378731211976,41.381083233306526,9.966208260415247,0,22.862966673862466,16.666666666666668,33.86486486486486,11.379884882034283,6.451612903225806,43.68084101365475,0,84.01333297485736,40.85372424090009,0,65.61466424593722,6.15475978160542,27.475935028943137,44.73706089997503,0,0.9009009009009008,0,23.137188927931238,63.54862591042621,9.68294716120803,0,38.57968932424634,26.78144658329536,0,40.622511298045026,23.529411764705884
2023-01,22.516523476523474,0,14.357940890227693,6.451612903225806,133.02272176024906,19.14217250588069,6.78437852486633,2.237762237762238,0,51.4317633012867,17.25476619381962,21.05263157894737,0,53.95263278823991,34.03516438205535,1.558974358974359,7.076923076923077,5.149326151857798,22.3,33.92941176470588,19.874295251731393,42.30005596911976,42.27660562136623,11.48859632011674,0,22.862966673862466,16.666666666666668,33.86486486486486,11.379884882034283,6.451612903225806,44.60621414798311,0,84.72975088530512,42.072771859947714,0,66.68929111160887,6.15475978160542,27.475935028943137,45.229814523163434,0,0.9009009009009008,0,24.331218778677506,64.29489456742621,9.68294716120803,0,39.35580872723141,27.915774941504313,0,40.622511298045026,23.529411764705884
