B01001_001E,B01001_002E,B01001_003E,B01001_004E,B01001_005E,B01001_006E,B01001_007E,B01001_008E,B01001_009E,B01001_010E,B01001_011E,B01001_012E,B01001_013E,B01001_014E,B01001_015E,B01001_016E,B01001_017E,B01001_018E,B01001_019E,B01001_020E,B01001_021E,B01001_022E,B01001_023E,B01001_024E,B01001_025E,B01001_026E,B01001_027E,B01001_028E,B01001_029E,B01001_030E,B01001_031E,B01001_032E,B01001_033E,B01001_034E,B01001_035E,B01001_036E,B01001_037E,B01001_038E,B01001_039E,B01001_040E,B01001_041E,B01001_042E,B01001_043E,B01001_044E,B01001_045E,B01001_046E,B01001_047E,B01001_048E,B01001_049E,GEO_ID,NAME,state,year
6850553,3324207,184591,183921,204666,127189,102416,51247,49999,143312,251951,235460,208330,201918,218469,236953,234920,87693,122408,71894,95531,125392,79264,54353,52330,3526346,176425,181968,190991,121509,105744,50401,50068,144423,248208,237866,214195,211924,232329,250351,249462,96171,135986,81362,110082,148936,105241,78358,104346,0400000US25,Massachusetts,25,2019
9965265,4905240,292118,303257,318238,200977,137171,75218,74280,210975,341403,301100,296034,282649,315149,335100,349826,138184,190254,115667,152958,192224,128832,82409,71217,5060025,278976,287808,305096,191408,131943,71500,71444,201376,327180,298092,297858,288829,321928,345081,368182,145389,204899,124491,168528,221549,159336,113276,135856,0400000US26,Michigan,26,2019
5563378,2770873,180180,186179,186170,110623,72410,37386,36120,108119,191022,195106,187712,165740,172394,183867,194157,72577,102628,59997,78804,97641,67035,43625,41381,2792505,171484,177681,178515,105016,69464,35133,34639,107359,180720,189489,181728,161897,168379,184028,199114,73883,103761,62264,84920,107113,80710,60683,74525,0400000US27,Minnesota,27,2019
2984418,1447873,95204,102265,103765,63265,44304,22965,22392,60701,101259,89411,92385,88087,88245,91743,93643,37243,50738,30908,42067,53727,37341,20558,15657,1536545,91443,95132,102443,59976,43138,23181,22132,56442,101941,95033,99681,91147,94653,98173,103167,39576,58523,34658,48357,63956,46185,33178,34430,0400000US28,Mississippi,28,2019
6104910,2995725,190266,194254,201182,121641,82080,43926,44133,123433,208704,199400,194276,172941,182889,196184,205640,80273,111100,64004,88986,116331,79726,51262,43094,3109185,181304,185863,191693,115409,76775,42157,40495,120250,206547,198756,192901,178065,188193,202661,220688,84819,119287,72107,100768,135530,101735,71503,81679,0400000US29,Missouri,29,2019
1050649,528573,31547,32638,33659,19676,14175,8105,7738,22426,34823,33265,33553,30030,29898,31863,35650,16126,22223,14123,18984,24134,16352,9600,7985,522076,29488,30578,32279,18521,12570,6412,6836,20706,32843,32473,32484,28348,28995,32157,38418,16481,22954,14034,19055,24299,17566,11504,13075,0400000US30,Montana,30,2019
1914571,954950,67670,67575,68388,39705,27165,14002,14687,41010,64937,65882,63955,56249,55272,57660,60950,24876,33321,20335,25915,32915,22838,15332,14311,959621,63803,64665,64673,37628,25704,14261,13655,38954,61260,63018,63024,53222,53509,57268,62693,24096,35765,20777,28919,36678,27024,21879,27146,0400000US31,Nebraska,31,2019
2972382,1491294,93629,97101,98880,58234,33923,19265,19123,54331,112293,108898,102589,97382,100303,98246,95045,35020,50948,31233,44767,60382,39973,23489,16240,1481088,89905,91641,96296,55356,31178,18116,17439,53270,108337,104137,98926,96534,97298,94919,95024,37568,54047,34975,47659,64618,43514,26033,24298,0400000US32,Nevada,32,2019
1348124,667689,32629,35913,39131,25339,19082,9831,8612,27797,43695,41600,38159,38708,45627,51219,54806,20033,27835,17117,22820,28423,17556,11230,10527,680435,31214,34231,37652,23855,18886,9038,8912,25665,39749,40149,38420,39415,46274,52522,56456,21345,28530,17695,24218,31183,21343,14990,18693,0400000US33,New Hampshire,33,2019
8878503,4335032,265206,272935,286319,176704,111239,55792,58466,168892,291657,286134,283984,279559,298842,314920,308338,115872,154410,88911,120671,154812,105954,69202,66213,4543471,254318,263429,273737,168873,103627,53432,53171,165984,278157,282312,291669,282116,313033,332796,328726,126402,167167,101045,139941,188530,140178,103495,131333,0400000US34,New Jersey,34,2019
2092454,1036190,64429,68180,74163,42757,28875,14284,16466,44819,73483,71354,67520,58010,59118,61493,65950,26830,37532,23676,31957,43623,28479,18490,14702,1056264,61721,67207,69317,40702,27031,14811,13727,40594,69087,67679,63689,60213,60330,65346,71852,28559,42639,26525,36933,47410,33765,22903,24224,0400000US35,New Mexico,35,2019
19572319,9501001,590459,564601,586741,359109,256892,136233,131364,395860,741840,690784,619075,577791,617208,652591,646211,250699,335279,201650,264453,343853,233901,155772,148635,10071318,563742,538811,561652,343384,251407,132410,130917,396800,739676,693650,637305,598836,648524,694758,692335,278508,370561,228867,310496,421102,312390,232280,292907,0400000US36,New York,36,2019
10264876,4996638,309721,320727,339855,202556,145319,76660,75374,211168,352512,322380,312212,320863,337645,333436,326968,125115,172944,107801,148672,192963,126694,75679,59374,5268238,295404,309820,323224,195307,141496,69495,66558,198333,353987,333698,333595,331363,352655,352545,356872,138994,198062,123508,171720,232130,162049,111800,115623,0400000US37,North Carolina,37,2019
756717,387555,27209,25724,23978,13221,11533,6981,6899,20183,33164,29494,25292,21329,20505,22417,24779,10165,13213,8113,9910,12416,8735,5897,6398,369162,26006,24941,22050,12615,9956,5515,5600,19238,28212,24609,22271,19254,19175,21413,24458,9186,13249,7562,9907,13331,10133,8864,11617,0400000US38,North Dakota,38,2019
11655397,5711765,355693,361228,381146,234620,158923,83045,80797,224157,399629,366263,353854,338033,364503,382462,402113,158276,217424,132156,175690,213511,148415,94738,85089,5943632,339018,344085,365929,223291,152137,78500,79094,217957,389805,366178,356500,343360,372220,395148,423321,169116,236278,144209,196479,254594,193012,137687,165714,0400000US39,Ohio,39,2019
3932870,1949528,133835,136290,138420,81242,55592,30656,30360,82906,140485,135434,127313,117294,115501,118444,123565,46639,66857,39255,53328,71375,48649,31155,24933,1983342,127481,129228,133618,76850,50672,30762,28006,74864,136035,131457,126218,115682,114719,120152,129984,50841,72074,43077,61337,82209,59981,43376,44719,0400000US40,Oklahoma,40,2019
4129803,2047338,118296,123603,127148,75979,49694,27183,27315,81219,149441,147197,144951,131686,131082,126305,129031,53353,79187,51442,68059,85319,55211,34682,29955,2082465,112261,119280,119332,72044,48139,26831,27340,75189,143841,143749,144050,126862,129337,127131,136637,58623,86932,54799,76528,94580,64202,41883,52895,0400000US41,Oregon,41,2019
12791530,6265113,361510,367642,391734,241767,176892,86978,86351,246170,440358,413820,383517,361949,403092,432175,452046,177423,246866,148309,199007,250720,172551,114641,109595,6526417,345053,356026,369838,228821,172650,84272,86400,235194,422780,403949,379934,368504,410219,447384,475034,189229,264233,161705,222098,294851,223351,169619,215273,0400000US42,Pennsylvania,42,2019
1057231,513792,28040,27961,31065,19044,17167,8437,7764,22787,38786,34983,31882,29420,32925,36384,36410,14681,19436,11766,15829,19172,13272,8708,7873,543439,26632,28016,28168,18418,18379,9326,8531,20296,37226,34222,32979,29076,34902,38882,39928,15933,21256,13161,16754,23345,16543,13120,18346,0400000US44,Rhode Island,44,2019
5020806,2435472,148386,156379,161165,95819,73177,37512,36795,95861,170444,154303,149815,147291,152959,159017,160216,63007,89469,55814,82413,107609,69474,39418,29129,2585334,142545,151115,154416,92677,67389,32689,33745,94165,173965,160522,159871,152471,162945,171995,180847,73333,100943,64934,94587,125578,83660,54673,56269,0400000US45,South Carolina,45,2019
870638,438946,30755,31310,30111,17545,12606,6320,6584,17920,30290,29487,28718,23929,24161,26303,29587,11273,16961,11060,12832,16177,10490,7332,7195,431692,29644,29227,29271,16245,11161,6110,5423,18013,27237,27357,26132,22786,22824,25761,29730,11393,16930,10272,12851,17465,12809,10163,12888,0400000US46,South Dakota,46,2019
6709356,3273278,208598,209037,219974,131597,86975,47118,46308,132886,237180,214566,208154,205669,216500,217556,214036,83519,118982,73646,99784,126648,86059,50375,38111,3436078,197840,200705,211097,126072,81817,44576,45178,132185,239613,220386,216950,207468,222848,229902,237175,91565,130200,78823,112465,152048,106536,74070,76559,0400000US47,Tennessee,47,2019
28260856,14034009,1021356,1028870,1068907,622762,410177,217098,209922,603301,1072395,1038855,981624,932871,895107,852614,821666,303432,409933,242964,323140,406623,269690,168250,132452,14226847,978447,995139,1021683,601281,383424,200921,192709,573305,1031796,1011136,978493,930097,909299,869223,851971,326985,451530,267478,364184,477460,333784,233086,243416,0400000US48,Texas,48,2019
624313,308097,15302,16280,17450,11067,10937,5655,5815,12352,18959,17978,17582,17083,19562,21594,23024,9616,14106,8279,11469,14552,8783,6052,4600,316216,14266,15780,16046,10463,10082,5500,5044,11814,18071,18025,18235,17256,19735,22845,24947,10405,14173,8523,12371,15635,10694,6846,9460,0400000US50,Vermont,50,2019
3096848,1558868,128877,133300,135033,77326,46402,23766,27386,80493,121306,111166,115828,98853,84636,75127,74046,29565,40776,24057,31637,40027,27067,17495,14699,1537980,122008,128545,125414,73080,46403,22749,26363,75651,115688,108590,110465,96942,81941,75276,75525,30924,43449,25114,34277,44889,30693,22998,20996,0400000US49,Utah,49,2019
8454463,4159173,261093,261238,269460,161407,120450,61995,59609,177303,300642,292140,282417,265478,275408,282937,277103,106242,141306,85985,118006,148009,97630,61854,51461,4295290,247306,254647,256244,154304,115101,58583,55685,163152,291918,289391,286451,266114,283689,297202,294718,115596,156188,96539,133288,174885,123297,86216,94776,0400000US51,Virginia,51,2019
7404107,3703301,233206,238036,231437,138345,90300,50862,49862,152425,294987,282170,262764,233390,237793,233735,238606,93283,132434,81127,105513,137047,85596,54219,46164,3700806,221158,227002,222160,132202,85633,44863,45611,139381,272279,267381,252440,229095,232929,234337,247418,97993,140917,85507,117241,153489,100750,68451,82569,0400000US53,Washington,53,2019
1817305,898578,49961,51175,54433,33367,23661,12576,13011,33880,56614,52158,55153,55904,58711,60554,62926,25948,38940,23413,34921,41717,29105,16777,13673,918727,47579,49968,51720,31235,21069,11948,11666,32629,54631,50713,52808,56436,58110,61158,65833,27619,41097,25755,36768,45684,33878,23426,26997,0400000US54,West Virginia,54,2019
5790716,2879894,170642,180327,189906,114676,78858,42483,41629,118941,188245,185212,186562,167942,179985,199103,209729,80965,111877,67795,90210,108206,73756,49913,42932,2910822,162542,173801,179138,109871,76482,40425,41081,114209,177454,180573,179430,165875,178020,200489,215257,81194,114222,69698,92459,121782,87862,66395,82563,0400000US55,Wisconsin,55,2019
581024,296202,18997,19680,20185,11441,7794,4805,3920,12315,20577,21129,19158,17896,16840,17706,19927,8898,11202,6802,9668,11486,7356,4719,3701,284822,17544,19482,18587,10455,7031,4307,3197,10768,18873,19295,18442,16310,15739,17286,20356,7747,11673,6427,9478,11579,8419,5624,6203,0400000US56,Wyoming,56,2019
3318447,1578318,73576,88943,101828,66530,46627,25468,25517,66965,109507,92308,95123,100369,100890,103361,101004,40567,55446,36606,52351,74453,54829,36569,29481,1740129,70047,86264,97680,63478,44951,24715,23950,65949,111738,99643,107961,109078,112383,119636,115948,47753,69508,42423,64035,92647,70601,50218,49523,0400000US72,Puerto Rico,72,2019
12794885,6269142,359858,363266,393558,239540,173512,84852,84176,243017,440585,421899,384364,366324,394129,421535,449436,176553,250933,154203,203807,259928,175280,113161,115226,6525743,342373,353830,369714,227443,169941,82226,85046,232535,420882,410450,384293,367783,400761,435174,471299,190411,268083,164994,228743,306179,224386,166654,222543,0400000US42,Pennsylvania,42,2020
39346023,19562882,1233088,1242495,1328272,774841,525740,285907,281350,821103,1594429,1505530,1377089,1265725,1264479,1245267,1216743,470895,618484,378972,499096,643905,427222,278926,283324,19783141,1175994,1189152,1269171,743628,503863,259140,259522,787614,1489607,1418347,1333091,1257998,1272718,1256691,1268744,493428,671381,418129,569190,761088,524400,378825,481420,0400000US06,California,06,2020
1807426,893743,49003,50683,54587,32717,23947,12123,12956,33341,57034,52268,54194,55174,57908,58738,60968,25880,38661,24127,35122,42982,30565,17366,13399,913683,46689,49310,51179,31049,20912,11099,10878,33084,54296,50873,52037,55754,57601,59426,65250,27049,40512,25958,37946,47452,34862,23443,27024,0400000US54,West Virginia,54,2020
3151239,1586950,127589,133443,136407,78909,47572,23941,28397,81092,125816,111648,117902,102198,87518,75575,75762,30441,40300,25151,33472,42185,27918,18638,15076,1564289,121013,128856,126628,74724,47484,23267,26649,76796,118712,108661,112160,100299,84855,75445,77165,31031,43974,26406,35378,47452,31883,24288,21163,0400000US49,Utah,49,2020
19514849,9474184,583126,556290,587601,354357,252252,127118,129702,390833,737150,696927,621265,575624,601175,637615,648637,252094,337103,205528,269826,358739,239154,153786,158282,10040665,557543,533599,559805,338821,247524,122641,126891,397589,735322,695959,639384,592684,632071,677852,695312,281552,369729,232360,317114,435474,312672,232060,306707,0400000US36,New York,36,2020
701974,333137,22906,18008,14986,7801,9212,5189,4282,14756,38336,38702,30589,21555,19464,18632,18823,6315,8370,5498,6820,9092,6202,3779,3820,368837,22007,17061,15457,7822,12028,6057,5071,17345,44789,42071,31290,22563,19311,18440,17466,7538,11820,6596,9261,12164,9122,6108,7450,0400000US11,District of Columbia,11,2020
736990,384653,26684,26976,25643,14990,9523,5710,6184,18561,32803,29948,26780,21996,23118,23790,25402,9691,13401,8263,10695,11671,6120,3957,2747,352337,25618,25849,23752,13847,7897,3787,4439,14094,28525,27330,24867,20651,20718,21425,23722,9457,12183,7322,9491,11902,6812,4515,4134,0400000US02,Alaska,02,2020
21216924,10374594,578848,577895,624383,370669,248629,130774,130067,385218,718705,685800,648717,626767,658293,683667,698670,272566,373609,247438,351755,506423,385828,243114,226759,10842330,554542,555129,597170,355808,233918,126888,130092,361568,692085,669901,655267,637007,678375,713434,768823,299014,426714,287031,410150,590907,440265,306857,351385,0400000US12,Florida,12,2020
5091517,2468682,149213,154730,165079,96826,73000,38641,37258,93855,172082,157674,153156,146825,153227,158110,161882,64580,91931,56864,83222,114449,72510,43249,30319,2622835,142438,151008,156502,92809,66604,33466,34253,93209,175881,164874,163480,153023,163946,170146,179165,75950,105998,68356,98397,130621,90353,56150,56206,0400000US45,South Carolina,45,2020
760394,389284,27552,25687,24823,13277,11855,6878,6595,19764,32539,29897,25341,22294,20401,21441,24207,9650,13789,8372,10694,12794,8894,5929,6611,371110,25856,24684,23014,13136,9705,4886,5883,19274,27916,25104,23275,19674,18774,20227,23845,9915,12830,8449,10556,13235,10715,8984,11173,0400000US38,North Dakota,38,2020
1340825,656628,33077,35428,37278,23379,16606,7443,7638,23473,40565,40190,38188,37301,42034,46530,50814,20553,30238,19571,25749,33598,21212,13560,12203,684197,30911,33620,34933,22341,15750,7381,8318,20864,39799,40366,39580,38787,43374,48342,55873,22955,30329,20958,28031,36559,25049,17860,22217,0400000US23,Maine,23,2020
10516579,5113936,332899,347193,374740,221591,152289,77163,73356,215283,377040,346993,340070,329163,343311,337736,326550,122653,161009,97130,136125,174905,114003,62966,49768,5402643,319186,335526,359931,214248,147337,74146,71382,203884,377917,361760,367078,347903,365553,357537,352848,134362,187581,116436,160012,213992,143393,93174,97457,0400000US13,Georgia,13,2020
4893186,2365734,149579,150937,160287,96832,65459,36705,33089,93871,167179,149890,144863,142671,149680,153533,158953,61732,90266,53730,73695,98717,63852,41156,29058,2527452,144353,143839,154917,92168,66849,35535,33436,91324,167471,157327,156541,151181,159156,163463,172950,70479,99237,60677,85546,118676,81975,60785,59567,0400000US01,Alabama,01,2020
1355244,671802,32317,36222,38683,24805,18745,9670,8400,27588,44911,42684,38942,38708,44121,49868,55395,20482,28122,17296,23571,30387,18677,11573,10635,683442,31360,32884,37969,23491,18686,9280,8414,25568,40496,41076,38897,38958,44804,51015,56253,22359,28929,18196,24814,33329,22291,15096,19277,0400000US33,New Hampshire,33,2020
4176346,2070627,117162,122686,128766,76083,50590,27899,26706,80889,151719,150781,145449,136916,132121,125330,129633,52610,78859,54050,69019,88813,56210,34443,33893,2105719,111152,117487,121487,72253,48050,26539,27105,76662,146352,145790,144384,132658,130312,125500,135156,59589,86739,56616,79551,99069,66304,42835,54129,0400000US41,Oregon,41,2020
581348,296280,18190,19920,19685,11458,7858,4135,3724,12619,20435,20814,19724,18047,17030,16971,19789,8680,11060,7414,9763,12475,7768,4746,3975,285068,17246,19006,18871,10424,6890,4196,3238,11069,18381,18918,19009,16576,15986,16363,19539,7913,12018,6966,9863,12033,9262,5278,6023,0400000US56,Wyoming,56,2020
7174064,3564979,220346,225723,246866,143488,100233,53533,51827,150589,266718,244743,228667,217678,213739,207757,209429,84679,117609,76146,108746,155977,112626,71372,56488,3609085,210878,219136,235743,137465,96979,49445,48631,137126,246596,228730,224032,211738,215736,213713,226586,91096,134606,87429,127228,174072,128007,80216,83897,0400000US04,Arizona,04,2020
4664616,2276932,154658,151469,159860,92588,59782,34489,31683,91883,170466,162042,156622,133843,133899,139595,147572,59439,81176,49773,65200,85309,56262,32857,26465,2387684,150242,147002,152988,88752,56351,33896,30982,88471,169262,164061,159199,137598,140658,149140,158727,64290,92387,56433,75976,99125,71336,47564,53244,0400000US22,Louisiana,22,2020
6696893,3300350,214772,220581,229846,139236,95863,50064,52208,140342,228778,212627,212501,197754,208074,210066,221612,85141,118198,71736,96710,119766,79716,48910,45849,3396543,203355,212164,218148,132911,90923,48860,47676,133764,224625,211129,213644,200439,207788,214361,229796,90918,127903,79555,107702,140467,100449,69326,90640,0400000US18,Indiana,18,2020
1754367,879763,58510,62981,67028,39434,24143,12184,12131,36670,60113,56531,59079,53122,51615,49933,53709,20849,30473,19846,26910,35469,22995,14887,11151,874604,55822,60751,62669,37403,23222,11919,11204,32952,56920,56084,57660,51985,50037,49724,54902,22520,32344,22165,27280,36907,26122,16230,17782,0400000US16,Idaho,16,2020
3570549,1741688,93725,97435,113376,71199,52105,25215,24644,75457,114689,110988,104519,104625,113333,125579,129101,50372,67115,37957,52489,70100,45954,29534,32177,1828861,88983,94886,108272,67708,50274,25240,25233,67592,107616,110624,109445,107508,120647,133627,138063,55305,70583,42775,59911,82175,57399,43022,61973,0400000US09,Connecticut,09,2020
1420074,712250,45684,43219,43071,23680,15469,9311,10697,30854,54771,51120,47728,43769,42801,42767,45025,18505,25369,17134,23805,30551,20200,12428,14292,707824,42495,41130,40367,22601,14286,6339,8395,26053,48637,48190,46425,42180,42481,43334,45631,18890,27593,19119,25403,32038,22727,17473,26037,0400000US15,Hawaii,15,2020
12716164,6247083,386330,390928,424337,255821,168750,86023,86853,255722,453733,438304,419093,399695,402261,406902,422926,163118,217493,132080,175196,226046,149638,95102,90732,6469081,369188,377876,405442,245511,161006,81295,81123,253259,442490,429302,420712,399200,410000,417829,441107,176524,235585,148297,199644,265378,191080,137197,180036,0400000US17,Illinois,17,2020
6873003,3335992,182942,183834,203007,125949,101710,50180,50367,142861,253724,240304,212276,201130,213584,231612,237637,86851,124971,74437,98354,129408,81112,53659,56083,3537011,175088,178369,192051,120730,105601,50865,49702,144416,248459,241719,219625,208682,226747,245588,253410,93392,139054,82582,113137,155575,107391,75890,108938,0400000US25,Massachusetts,25,2020
28635442,14221720,1020529,1026859,1088140,629311,415143,211272,210823,608054,1086864,1054435,1004581,944938,907309,849686,834856,308952,416401,252270,334556,424348,275774,169874,146745,14413722,976478,989893,1042478,607794,388083,198013,195002,577719,1044121,1025068,997297,941228,921554,864418,867714,332065,454995,280017,377080,498592,342528,231219,260366,0400000US48,Texas,48,2020
1061705,534128,31867,32075,33972,19616,14094,7266,7269,23383,35973,33941,34045,31284,29889,30757,36001,15853,22042,13666,19861,26040,17387,9833,8014,527577,29471,30690,32151,18747,12026,7259,6640,20491,33393,33218,32441,29899,29054,30908,38215,16701,22955,14594,20479,25144,18380,11450,13271,0400000US30,Montana,30,2020
1923826,959677,67204,67732,68640,40427,27079,14208,13962,41304,65576,65418,64793,56931,55152,56421,60113,25179,33903,20816,27278,34055,22852,15752,14882,964149,63538,64306,65599,37657,26185,13785,13100,39560,62118,62329,63616,54272,53330,55569,61292,25077,36420,21720,30246,37772,27181,21370,28107,0400000US31,Nebraska,31,2020
11675275,5721796,354351,359829,380085,232504,158059,83192,79817,221694,403419,372836,354798,338610,358744,373587,403605,160286,212614,136163,177484,225434,150477,93881,90327,5953479,338632,341755,365341,221491,151673,78029,76632,217225,392685,370314,358849,343576,367269,384240,422638,173949,232326,148895,201452,264578,194903,136705,170322,0400000US39,Ohio,39,2020
5684926,2862153,168650,177258,187579,110519,76549,41345,37714,118766,235076,231592,211213,191858,185226,173459,182552,69615,93315,60040,78102,100887,61043,35581,34214,2822773,162289,171297,176574,104865,70108,36336,35302,109021,214723,210882,198862,181092,177991,173306,187722,74654,99279,64018,87282,110639,70026,47291,59214,0400000US08,Colorado,08,2020
8885418,4341123,265107,271720,285156,175379,110363,55897,56587,167106,293236,288783,286379,277182,293213,308197,310100,119979,154603,90202,122158,162636,108353,70336,68451,4544295,253242,259870,275210,167769,102614,52005,52925,164967,280349,282921,293816,278794,305803,325933,330453,129584,167238,104072,141503,195132,142989,101311,135795,0400000US34,New Jersey,34,2020
6037624,2925644,185539,187164,195382,115820,78406,40107,38113,113776,207639,205454,199596,178271,190518,202259,202131,76783,106081,62209,81776,104933,69600,44054,40033,3111980,178079,181405,185514,111863,75646,35627,35623,114862,205291,211019,208191,190000,204417,220107,224520,84834,116712,71224,96929,129683,90927,61755,77752,0400000US24,Maryland,24,2020
8509358,4186543,260193,261593,271619,161905,119726,61304,58742,177306,303018,294023,285725,267226,272814,277762,281366,109441,140380,88439,120405,153545,102506,63786,53719,4322815,247929,250735,260230,154393,116043,58303,55064,162324,292769,291099,290649,266809,280601,291698,298011,116980,157233,96390,138009,183445,129840,89548,94713,0400000US51,Virginia,51,2020
624340,308441,15110,16626,17157,10923,10848,5155,5680,12819,19283,18329,18072,16941,18697,20697,23048,9918,13728,8109,11923,15375,9428,5777,4798,315899,13928,15353,16130,10405,10079,5425,5022,11591,18481,18112,18162,17654,19263,21928,24142,10014,14748,9134,12467,16391,11448,6987,9035,0400000US50,Vermont,50,2020
10386227,5052667,309831,319315,342054,202762,147302,78010,74786,209938,360429,329037,317622,318257,335840,332523,331297,126128,178420,110275,152032,202544,131635,76439,66191,5333560,295468,307450,327462,197254,142595,70930,66314,197983,360399,340961,335094,333617,353045,350523,360544,143099,201584,128291,176447,242427,165252,112753,124068,0400000US37,North Carolina,37,2020
3011873,1478511,96802,98969,103012,60923,41277,24123,20634,58783,102338,95817,94009,90127,89617,90606,95723,37341,51855,32070,46614,59448,42409,25072,20942,1533362,91643,95362,97279,58842,39910,20463,20425,56704,101220,95417,95564,91671,92571,93689,99971,42016,57053,37182,51177,70415,52021,34086,38681,0400000US05,Arkansas,05,2020
7512465,3759007,233162,238529,235813,137974,90799,48705,48769,154811,302992,291790,269881,240129,237409,231492,237619,94195,135566,82608,109225,143753,88211,55169,50406,3753458,221450,227735,226019,132787,86554,44073,44879,140635,277555,274359,259798,233890,232779,231547,243565,99957,144644,88679,120634,162194,103278,69182,87265,0400000US53,Washington,53,2020
2912619,1451919,97052,102169,101535,61072,41548,24388,24100,64006,101108,95301,95552,85333,83951,85516,93573,36530,52360,32015,43011,51331,34534,22178,23756,1460700,91801,96130,98336,57877,39342,21347,19824,60102,93168,92803,92249,84182,82165,86366,96553,38452,55911,33647,44615,58740,42344,31781,42965,0400000US20,Kansas,20,2020
3949342,1956617,132515,134977,139681,81441,55220,29987,30565,82436,141871,135170,129148,118983,115520,114900,124014,46709,67457,39968,55285,73128,50538,32986,24118,1992725,126488,130432,133695,77141,50847,30561,27205,74471,136749,131319,129720,115032,115187,116885,129929,51045,72847,42797,62813,86292,62003,43700,45567,0400000US40,Oklahoma,40,2020
5806975,2889783,169682,178837,189763,114386,77945,42290,41682,118154,191322,185214,189125,168078,176608,193509,211582,83062,110408,68561,92331,117053,73891,49768,46532,2917192,161384,171890,179135,109244,76043,39710,40654,114058,180089,178934,182665,166275,174359,193973,218177,82356,113583,70272,96219,129301,86446,65728,86697,0400000US55,Wisconsin,55,2020
2981835,1443708,94834,96454,107495,61742,43453,23698,21600,59638,100791,89266,92903,87120,87401,89577,91158,37738,52322,31162,42973,56719,37773,21060,16831,1538127,90440,95497,100742,60017,42915,22715,21063,56420,102022,94046,101150,90219,95079,95890,102909,39920,59331,35831,49611,66648,47805,33007,34850,0400000US28,Mississippi,28,2020
6124160,3004001,190192,193222,201776,121009,82337,42899,43339,121953,210519,199715,195339,176313,180906,189276,206228,81377,111433,66304,91190,120016,81086,50984,46588,3120159,180854,181463,195234,115673,77236,41659,39862,118660,208570,200240,194646,179491,186100,196363,219607,85483,121802,73221,104549,140490,103046,72453,83457,0400000US29,Missouri,29,2020
9973907,4911965,290604,298513,319288,198841,135783,74538,69868,209621,348409,305805,297200,282120,309068,327077,345199,141332,192929,119071,156362,200211,130430,82412,77284,5061942,277722,286317,301677,188801,130442,70153,72027,196038,333008,301403,300147,286120,316181,336260,365826,143998,208751,126608,172766,232774,159861,111510,143552,0400000US26,Michigan,26,2020
1057798,514524,27985,27475,30918,18804,16812,8430,7576,22217,38972,35865,32466,29286,31937,35743,36273,14752,20053,11666,16098,20624,14063,8451,8058,543274,26703,27262,28234,18063,18532,8960,8464,19993,36867,35093,33348,28864,33798,37852,39574,16210,21931,13416,17427,24176,17425,13109,17973,0400000US44,Rhode Island,44,2020
5600166,2789017,179597,185605,187747,110824,71913,36902,37047,107124,192527,195965,191051,169916,169209,178697,195467,72890,103637,60584,83481,102216,68290,44159,44169,2811149,171507,176109,181460,106435,69090,36145,34348,105875,182935,188606,185955,164063,165916,178455,198980,74861,105732,64888,88833,111125,81800,59690,78341,0400000US27,Minnesota,27,2020
3150011,1564436,99212,104497,104548,63115,45901,25087,23132,69318,103087,99192,104699,89570,91013,96172,104393,41441,59686,35386,48557,60915,39999,27814,27702,1585575,96250,98427,102699,59739,43810,24472,22548,62392,98688,95824,98612,88389,90211,95280,108226,42627,60353,36899,51452,67401,50790,38831,51655,0400000US19,Iowa,19,2020
2097021,1038007,62616,67582,73638,42870,28803,13745,16676,44073,74404,71420,68281,59440,58290,59624,64849,27457,37813,23345,34031,45079,28794,18838,16339,1059014,60377,64975,70610,40786,26779,14535,13311,40347,69786,67286,65418,61034,59703,62905,72178,28862,41648,27503,38093,49568,33876,23993,25441,0400000US35,New Mexico,35,2020
3030281,1520196,93906,96280,102373,58712,34728,19795,19590,53938,114492,111963,106157,97806,100826,98688,97101,36950,51189,32232,46389,63097,41653,24132,18199,1510085,90235,92217,97740,56050,31639,18175,17574,53509,110569,106728,100060,99072,98430,95791,99658,36971,53349,36127,48990,68194,45600,26253,27154,0400000US32,Nevada,32,2020
967679,467720,27809,27824,30047,17720,12445,6350,6405,17024,33274,31190,28422,26226,27848,30577,33766,11547,18045,11507,16265,22363,15059,8782,7225,499959,26965,27505,29034,17303,12675,6798,6111,15794,32926,31336,28562,28763,30005,33452,34995,14645,22267,14302,19454,25080,18878,11491,11618,0400000US10,Delaware,10,2020
3255642,1546590,67252,82647,98498,63253,45122,24175,25089,64870,108874,90846,91602,97960,98685,101226,100410,40270,55876,36904,50529,76791,57007,37425,31279,1709052,63712,79911,95414,60473,43117,23569,23289,63957,110666,97761,103095,108188,109318,116726,115244,48333,69008,42238,61436,96853,73666,52902,50176,0400000US72,Puerto Rico,72,2020
4461952,2196522,140510,142570,144984,88473,60007,33054,30118,93175,154870,139475,137776,137555,140965,143520,149163,57775,79526,49270,68548,86796,57944,33429,27019,2265430,133065,132443,142585,82989,58257,32318,31297,81616,149093,138418,140366,136866,142513,148250,156678,62242,89512,55476,76174,101018,71252,51633,51369,0400000US21,Kentucky,21,2020
879336,442948,30408,31359,30555,17675,12676,6354,6507,17402,30689,29794,29946,24160,23962,25287,28824,11841,17376,12213,13285,17215,10813,7471,7136,436388,29611,30038,29544,16557,11459,5363,5117,18467,27160,27577,27015,23220,22846,25019,29810,11302,17585,10636,13784,18378,12762,9865,13273,0400000US46,South Dakota,46,2020
