GEO_ID,NAME,state,year,variable,value,label,concept
0400000US35,New Mexico,35,2022,B01001_001E,2112463,Estimate!!Total:,Sex by Age
0400000US36,New York,36,2022,B01001_001E,19994379,Estimate!!Total:,Sex by Age
0400000US37,North Carolina,37,2022,B01001_001E,10470214,Estimate!!Total:,Sex by Age
0400000US38,North Dakota,38,2022,B01001_001E,776874,Estimate!!Total:,Sex by Age
0400000US39,Ohio,39,2022,B01001_001E,11774683,Estimate!!Total:,Sex by Age
0400000US40,Oklahoma,40,2022,B01001_001E,3970497,Estimate!!Total:,Sex by Age
0400000US41,Oregon,41,2022,B01001_001E,4229374,Estimate!!Total:,Sex by Age
0400000US42,Pennsylvania,42,2022,B01001_001E,12989208,Estimate!!Total:,Sex by Age
0400000US44,Rhode Island,44,2022,B01001_001E,1094250,Estimate!!Total:,Sex by Age
0400000US45,South Carolina,45,2022,B01001_001E,5142750,Estimate!!Total:,Sex by Age
0400000US46,South Dakota,46,2022,B01001_001E,890342,Estimate!!Total:,Sex by Age
0400000US47,Tennessee,47,2022,B01001_001E,6923772,Estimate!!Total:,Sex by Age
0400000US48,Texas,48,2022,B01001_001E,29243342,Estimate!!Total:,Sex by Age
0400000US49,Utah,49,2022,B01001_001E,3283809,Estimate!!Total:,Sex by Age
0400000US50,Vermont,50,2022,B01001_001E,643816,Estimate!!Total:,Sex by Age
0400000US51,Virginia,51,2022,B01001_001E,8624511,Estimate!!Total:,Sex by Age
0400000US53,Washington,53,2022,B01001_001E,7688549,Estimate!!Total:,Sex by Age
0400000US54,West Virginia,54,2022,B01001_001E,1792967,Estimate!!Total:,Sex by Age
0400000US55,Wisconsin,55,2022,B01001_001E,5882128,Estimate!!Total:,Sex by Age
0400000US56,Wyoming,56,2022,B01001_001E,577929,Estimate!!Total:,Sex by Age
0400000US72,Puerto Rico,72,2022,B01001_001E,3272382,Estimate!!Total:,Sex by Age
0400000US28,Mississippi,28,2018,B01001_002E,1450379,Estimate!!Total:!!Male:,Sex by Age
0400000US29,Missouri,29,2018,B01001_002E,2988772,Estimate!!Total:!!Male:,Sex by Age
0400000US30,Montana,30,2018,B01001_002E,524220,Estimate!!Total:!!Male:,Sex by Age
0400000US31,Nebraska,31,2018,B01001_002E,949910,Estimate!!Total:!!Male:,Sex by Age
0400000US32,Nevada,32,2018,B01001_002E,1467165,Estimate!!Total:!!Male:,Sex by Age
0400000US33,New Hampshire,33,2018,B01001_002E,664983,Estimate!!Total:!!Male:,Sex by Age
0400000US34,New Jersey,34,2018,B01001_002E,4335930,Estimate!!Total:!!Male:,Sex by Age
0400000US35,New Mexico,35,2018,B01001_002E,1035850,Estimate!!Total:!!Male:,Sex by Age
0400000US36,New York,36,2018,B01001_002E,9519555,Estimate!!Total:!!Male:,Sex by Age
0400000US37,North Carolina,37,2018,B01001_002E,4944759,Estimate!!Total:!!Male:,Sex by Age
0400000US38,North Dakota,38,2018,B01001_002E,386183,Estimate!!Total:!!Male:,Sex by Age
